"","Name","URL","npcurl","locale","highdeg","control","Admission Rate","Size of School","Degree Type","ugds_men","ugds_women","preddeg","Enrollment","satvrmid","satmtmid","longitude","latitude","Average Debt","satwrmid","State","c150_l4","City","Tuition","Region","Sourrounding area"
"104","Arizona College-Mesa","www.arizonacollege.edu","www.arizonacollege.edu/net-price-calculator/",11,2,3,NA,"Small","Certificate Degree",NA,NA,1,367,NA,NA,-111.874356,33.418379,NA,NA,"AZ",NA,"Mesa",25051,"Southwest","Urban"
"105","Central Georgia Technical College","www.centralgatech.edu","www.centralgatech.edu/general/financial_services/fees.html",13,2,1,NA,"Large","Certificate Degree",NA,NA,1,6811,NA,NA,-83.667531,32.54502,NA,NA,"GA",NA,"Warner Robins",9000,"Southeast","Urban"
"106","College of Western Idaho","cwidaho.cc/","https://cwidaho.studentaidcalculator.com/welcome.aspx",41,2,1,NA,"Large","Associate Degree",0.4269,0.5731,2,6951,NA,NA,-116.507314,43.614106,5038,NA,"ID",0.1389,"Nampa",10752,"Midwest","Rural"
"107","Virginia College-Savannah","www.vc.edu/","https://enroll.vc.edu/npc/",12,2,3,NA,"Small","Certificate Degree",0.1169,0.8831,1,425,NA,NA,-81.172291,31.98415,17596.5,NA,"GA",NA,"Savannah",23032,"Southeast","Urban"
"108","Virginia College-Tulsa","www.vc.edu","https://enroll.vc.edu/npc/",11,2,3,NA,"Small","Certificate Degree",0.1299,0.8701,1,20,NA,NA,-95.976961,36.08853,17596.5,NA,"OK",NA,"Tulsa",19647,"Southwest","Urban"
"109","Virginia College-Knoxville","www.vc.edu","https://enroll.vc.edu/npc/",12,2,3,NA,"Small","Certificate Degree",0.1142,0.8858,1,418,NA,NA,-83.930681,36.02998,17596.5,NA,"TN",NA,"Knoxville",23820,"Southeast","Urban"
"110","Global Institute","globalcaguas.com","globalcaguas.com",13,1,3,NA,"Small","Certificate Degree",0.037,0.963,1,35,NA,NA,-66.028018,18.227655,NA,NA,"PR",0.7143,"Caguas",10828,"Other","Urban"
"111","Golf Academy of America-Dallas","www.golfacademy.edu","https://enroll.golfacademy.edu/Npc",21,2,3,NA,"Small","Associate Degree",0.9808,0.0192,2,100,NA,NA,-96.917171,32.92271,17596.5,NA,"TX",NA,"Farmers Branch",26900,"Southwest","Suburban"
"112","Columbia College","www.ccdc.edu","www.ccdc.edu",21,1,3,NA,"Mid-sized","Associate Degree",0.425,0.575,2,2173,NA,NA,-77.435116,38.836958,5315,NA,"CA",0.6875,"Sonora",13179,"Southeast","Suburban"
"113","Columbia College","www.ccdc.edu","www.ccdc.edu",21,1,3,NA,"Small","Bachelor Degree",0.425,0.575,3,1385,NA,NA,-77.435116,38.836958,5315,NA,"SC",0.6875,"Columbia",39795,"Southeast","Suburban"
"114","Columbia College","www.ccdc.edu","www.ccdc.edu",21,1,3,NA,"Large","Bachelor Degree",0.425,0.575,3,13418,NA,NA,-77.435116,38.836958,5315,NA,"MO",0.6875,"Columbia",16501,"Southeast","Suburban"
"115","Unitek College","www.unitekcollege.edu","www.unitekcollege.edu/disclosures",12,1,3,NA,"Small","Certificate Degree",0.1625,0.8375,1,821,NA,NA,-122.115681,37.66064,13706,NA,"CA",NA,"Fremont",30941,"West","Urban"
"116","ITT Technical Institute-Philadelphia","www.itt-tech.edu","www.itt-tech.edu/npc",11,2,3,0.8356,"Small","Associate Degree",0.8969,0.1031,2,776,NA,NA,-75.152201,39.94898,18666,NA,"PA",NA,"Philadelphia",28854,"Northeast","Urban"
"117","ITT Technical Institute-Marlton","www.itt-tech.edu","www.itt-tech.edu/npc",21,2,3,0.8629,"Small","Associate Degree",0.8562,0.1438,2,351,NA,NA,-74.939291,39.91018,18666,NA,"NJ",NA,"Marlton",27463,"Northeast","Suburban"
"118","ITT Technical Institute-Salem","www.itt-tech.edu","www.itt-tech.edu/npc",12,2,3,0.92,"Small","Associate Degree",0.8864,0.1136,2,135,NA,NA,-123.032831,44.88528,18666,NA,"OR",NA,"Salem",28335,"West","Urban"
"119","ITT Technical Institute-Salem","www.itt-tech.edu","www.itt-tech.edu/npc",12,2,3,0.92,"Small","Associate Degree",0.8864,0.1136,2,194,NA,NA,-123.032831,44.88528,18666,NA,"VA",NA,"Salem",28618,"West","Urban"
"120","South University-Cleveland","www.southuniversity.edu/cleveland#location=Cleveland,%20OH","tcc.noellevitz.com/edmc/South Net Price Calculator",21,4,3,NA,"Small","Bachelor Degree",0.2755,0.7245,3,368,NA,NA,-81.497852,41.431336,25943.5,NA,"OH",NA,"Cleveland",29037,"Great Lakes","Suburban"
"121","Bryant & Stratton College-Online","www.bryantstratton.edu","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",21,3,3,NA,"Mid-sized","Associate Degree",0.1291,0.8709,2,2664,NA,NA,-78.769037,42.790477,22800,NA,"NY",NA,"Orchard Park",18552,"Northeast","Suburban"
"122","Virginia College-Florence","www.vc.edu","https://enroll.vc.edu/npc/",23,2,3,NA,"Small","Certificate Degree",0.0533,0.9467,1,335,NA,NA,-79.823491,34.18711,17596.5,NA,"SC",NA,"Florence",23627,"Southeast","Suburban"
"123","Mercyhurst University-North East Campus","northeast.mercyhurst.edu/","https://mercyhurst.studentaidcalculator.com/survey.aspx",31,2,2,NA,"Small","Associate Degree",0.3734,0.6266,2,817,NA,NA,-79.835671,42.2196,24500,NA,"PA",0.3445,"North East",24434,"Northeast","Suburban"
"124","Warner Pacific College Adult Degree Program","www.warnerpacific.edu/adult-degrees/adult-degree-program","www.warnerpacific.edu/adult-degrees/admissions/adp-net-price-calculator",11,4,2,NA,"Small","Bachelor Degree",0.3039,0.6961,3,596,NA,NA,-122.562251,45.50362,25000,NA,"OR",NA,"Portland",23678,"West","Urban"
"125","Marian University","www.marian.edu",NA,NA,0,2,NA,"Small","Bachelor Degree",NA,NA,3,1969,NA,NA,0,0,29250,NA,"IN",NA,"Indianapolis",41872,"Great Lakes",NA
"126","Marian University","www.marian.edu",NA,NA,0,2,NA,"Small","Bachelor Degree",NA,NA,3,1538,NA,NA,0,0,29250,NA,"WI",NA,"Fond Du Lac",35597,"Great Lakes",NA
"127","Wentworth Institute of Technology","www.wit.edu",NA,NA,0,2,NA,"Mid-sized","Bachelor Degree",NA,NA,3,4288,NA,NA,0,0,26000,NA,"MA",NA,"Boston",48907,"Northeast",NA
"128","Atlantis University","www.atlantisuniversity.edu","www.ntisuniversity.edu/netpricecalculator/npcalc.htm",11,3,3,NA,"Small","Associate Degree",NA,NA,2,129,NA,NA,-80.18916,25.788556,NA,NA,"FL",NA,"Miami",15779,"Southeast","Urban"
"129","Unilatina International College","www.unilatina.edu","www.unilatina.edu/index.php/publications-2/net-price-calculator",21,2,3,NA,"Small","Certificate Degree",NA,NA,1,50,NA,NA,-80.281685,25.979309,NA,NA,"FL",NA,"Miramar",24307,"Southeast","Suburban"
"130","California Jazz Conservatory","www.cjc.edu","www.cjc.edu",12,3,2,NA,"Small","Bachelor Degree",NA,NA,3,55,NA,NA,-122.268698,37.871144,NA,NA,"CA",NA,"Berkeley",22823,"West","Urban"
"131","Southern Regional Technical College","southernregional.edu","southernregional.edu/uploads/groups/3/NetPriceCalculator/npcalc.htm",32,2,1,NA,"Mid-sized","Certificate Degree",NA,NA,1,2277,NA,NA,-83.949244,30.861425,NA,NA,"GA",NA,"Thomasville",9110,"Southeast","Suburban"
"132","Fortis College-Cuyahoga Falls","FortisCollege.edu","www.fortis.edu/portals/0/compliancefiles/netprice-calc/npcalc_fortis_cuyahoga_falls.htm",21,2,3,NA,"Small","Associate Degree",NA,NA,2,449,NA,NA,-81.470571,41.14371,NA,NA,"OH",NA,"Cuyahoga Falls",29894,"Great Lakes","Suburban"
"133","Sunstate Academy-Jones Technical Institute","www.jtech.org","www.jtech.org/paying-for-school/",11,1,3,NA,"Small","Certificate Degree",NA,NA,1,267,NA,NA,-81.560811,30.20892,NA,NA,"FL",NA,"Jacksonville",22941,"Southeast","Urban"
"134","Texas State Technical College","www.tstc.edu","www.tstc.edu/financialaid/affordability",41,2,1,NA,"Large","Associate Degree",NA,NA,2,8160,NA,NA,-97.084073,31.632364,NA,NA,"TX",NA,"Waco",10701,"Southwest","Rural"
"135","American National University-Stow","https://www.an.edu/locations/akron-oh/","https://www.an.edu/admissions/financial-assistance/net-price-va/",21,2,3,NA,"Small","Associate Degree",NA,NA,2,58,NA,NA,-81.401206,41.161135,NA,NA,"OH",NA,"Stow",22995,"Great Lakes","Suburban"
"136","Florida Career College-Boynton Beach","www.anthem.edu","enroll.careercollege.edu/Npc",21,2,3,NA,"Small","Certificate Degree",NA,NA,1,283,NA,NA,-80.092161,26.54289,NA,NA,"FL",NA,"Boynton Beach",47820,"Southeast","Suburban"
"137","Kansas Christian College","www.kansaschristian.edu","kccbs.vfao.com/default.aspx",12,2,2,NA,"Small","Associate Degree",NA,NA,2,34,NA,NA,-94.667646,38.995081,NA,NA,"KS",NA,"Overland Park",8600,"Other","Urban"
"138","Kaplan University-Augusta Campus","www.kaplanuniversity.edu/augusta-maine.aspx","kaplannpc.regenteducation.net/",32,4,3,NA,"Small","Associate Degree",NA,NA,2,522,NA,NA,-69.78955,44.34045,NA,NA,"ME",NA,"Augusta",20982,"Northeast","Suburban"
"139","Dorsey Business Schools-Dearborn","www.dorsey.edu","www.dorsey.edu/npcalc.htm",11,1,3,NA,"Small","Certificate Degree",NA,NA,1,326,NA,NA,-83.222799,42.328984,NA,NA,"MI",NA,"Detroit",32965,"Great Lakes","Urban"
"140","Ohio Institute of Allied Health","www.oiah.edu","www.oiah.org",21,1,2,NA,"Small","Certificate Degree",NA,NA,1,49,NA,NA,-84.139536,39.845929,NA,NA,"OH",NA,"Huber Heights",28362,"Great Lakes","Suburban"
"141","InterAmerican Technical Institute","www.itischool.com","www.itischool.com",21,1,3,NA,"Small","Certificate Degree",NA,NA,1,68,NA,NA,-80.351311,25.76105,NA,NA,"FL",NA,"Miami",23563,"Southeast","Suburban"
"142","Morthland College","morthland.edu","morthland.edu/traditional-financial-aid-tuition-and-fees/",31,3,2,NA,"Small","Bachelor Degree",NA,NA,3,100,NA,NA,-88.92657,37.897051,NA,NA,"IL",NA,"West Frankfort",25646,"Great Lakes","Suburban"
"143","University of Phoenix-Arizona","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",12,4,3,NA,"Large","Bachelor Degree",NA,NA,3,129139,NA,NA,-111.966181,33.40225,NA,NA,"AZ",NA,"Tempe",22270,"Southwest","Urban"
"144","University of Phoenix-Georgia","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",13,4,3,NA,"Small","Bachelor Degree",NA,NA,3,1549,NA,NA,-84.341891,33.98039,NA,NA,"GA",NA,"Sandy Springs",23207,"Southeast","Urban"
"145","University of Phoenix-Michigan","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",13,4,3,NA,"Small","Bachelor Degree",NA,NA,3,605,NA,NA,-83.240998,42.482514,NA,NA,"MI",NA,"Southfield",24880,"Great Lakes","Urban"
"146","University of Phoenix-Nevada","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",21,4,3,NA,"Small","Bachelor Degree",NA,NA,3,1131,NA,NA,-115.322651,36.12133,NA,NA,"NV",NA,"Las Vegas",23432,"West","Suburban"
"147","University of Phoenix-Virginia","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",21,4,3,NA,"Small","Bachelor Degree",NA,NA,3,729,NA,NA,-77.563201,37.64267,NA,NA,"VA",NA,"Glen Allen",20785,"Southeast","Suburban"
"148","Georgia Military College","www.gmc.edu/","www.gmc.edu/prospective-students/financial-aid-net-price-calculator.cms",32,2,1,NA,"Large","Associate Degree",NA,NA,2,6840,NA,NA,-83.224401,33.07865,NA,NA,"GA",NA,"Milledgeville",12524,"Southeast","Suburban"
"149","Saint Elizabeth College of Nursing","www.secon.edu",NA,NA,0,2,NA,"Small","Associate Degree",NA,NA,2,206,NA,NA,0,0,NA,NA,"NY",NA,"Utica",23900,"Northeast",NA
"150","High Desert Medical College","www.highdesertmedicalcollege.org/",NA,NA,0,3,NA,"Small","Certificate Degree",NA,NA,1,544,NA,NA,0,0,NA,NA,"CA",NA,"Lancaster",43266,"West",NA
"151","Alaska Bible College","www.akbible.edu/","www.akbible.edu/misc/NetPriceCalculator/npcalc.htm",32,3,2,NA,"Small","Certificate Degree",0.5758,0.4242,1,28,NA,NA,-149.111341,61.59843,NA,NA,"AK",NA,"Palmer",17404,"West","Suburban"
"152","Faith Theological Seminary","fts.edu","https://faiththeological.vfao.com",11,4,2,NA,"Small","Bachelor Degree",NA,NA,3,69,NA,NA,-76.606111,39.3718,NA,NA,"MD",NA,"Baltimore",30850,"Northeast","Urban"
"153","National American University-Wichita","www.national.edu/locations/campuses/wichita/","www.national.edu/net-price-calculator/",11,3,3,NA,"Small","Associate Degree",0.2212,0.7788,2,174,NA,NA,-97.251731,37.722498,30250,NA,"KS",NA,"Wichita",21690,"Other","Urban"
"154","Fortis College-Landover","www.fortiscollege.edu","www.fortisedu.info/",21,2,3,NA,"Small","Certificate Degree",0.1153,0.8847,1,514,NA,NA,-76.866393,38.949933,13000,NA,"MD",0.7524,"Landover",25494,"Northeast","Suburban"
"155","ITT Technical Institute-Madison","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.7844,"Small","Associate Degree",0.6352,0.3648,2,295,NA,NA,-86.761493,34.673838,18666,NA,"AL",NA,"Madison",27837,"Southeast","Suburban"
"156","ITT Technical Institute-Madison","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.7844,"Small","Associate Degree",0.6352,0.3648,2,169,NA,NA,-86.761493,34.673838,18666,NA,"MS",NA,"Madison",27114,"Southeast","Suburban"
"157","ITT Technical Institute-Madison","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.7844,"Small","Associate Degree",0.6352,0.3648,2,123,NA,NA,-86.761493,34.673838,18666,NA,"WI",NA,"Madison",28189,"Southeast","Suburban"
"158","The Art Institute of Michigan","www.artinstitutes.edu/detroit/","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",13,3,3,0.5877,"Small","Associate Degree",0.4583,0.5417,2,790,NA,NA,-83.442576,42.498643,27000,NA,"MI",NA,"Novi",27760,"Great Lakes","Urban"
"159","Argosy University-The Art Institute of California-Silicon Valley","www.artinstitutes.edu/silicon-valley/","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",12,3,3,0.4676,"Small","Bachelor Degree",0.5826,0.4174,3,226,NA,NA,-121.99938,37.37317,9500,NA,"CA",NA,"Sunnyvale",30796,"West","Urban"
"160","Remington College-Houston Southeast Campus","www.remingtoncollege.edu/houston-career-schools-overview","calculator.remingtoncollege.edu/",21,1,2,0.7341,"Small","Certificate Degree",0.0717,0.9283,1,365,NA,NA,-95.12426,29.52314,9500,NA,"TX",0.8756,"Webster",25367,"Southwest","Suburban"
"161","CollegeAmerica-Cheyenne","www.collegeamerica.edu","https://collegeamerica.studentaidcalculator.com",13,3,2,NA,"Small","Associate Degree",0.3733,0.6267,2,50,NA,NA,-104.827868,41.175818,25704.5,NA,"WY",NA,"Cheyenne",31115,"Midwest","Urban"
"162","Bryant & Stratton College-Wauwatosa","www.bryantstratton.edu","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",21,3,3,NA,"Small","Associate Degree",0.1211,0.8789,2,666,NA,NA,-88.050983,43.043215,22800,NA,"WI",NA,"Wauwatosa",21072,"Great Lakes","Suburban"
"163","Huntsville Bible College","www.hbc1.edu","huntsvillebiblecollege.org/admissions/net-calculator",12,4,2,NA,"Small","Bachelor Degree",0.4118,0.5882,3,133,NA,NA,-86.594888,34.750363,NA,NA,"AL",NA,"Huntsville",13100,"Southeast","Urban"
"164","Bais Medrash Toras Chesed","www.bmtc.edu","www.bmtc.edu/net-price-calculator.html",13,3,2,0.4474,"Small","Bachelor Degree",1,0,3,104,NA,NA,-74.21127,40.099704,NA,NA,"NJ",NA,"Lakewood",15000,"Northeast","Urban"
"165","Visible Music College","www.visible.edu","https://visible.vfao.com/aidestimator/default.aspx",11,3,2,0.5385,"Small","Bachelor Degree",0.6446,0.3554,3,109,540,445,-90.049231,35.14455,24500,545,"TN",NA,"Memphis",27087,"Southeast","Urban"
"166","University of Phoenix-Washington DC","www.phoenix.edu","www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html",11,4,3,NA,"Small","Bachelor Degree",0.3744,0.6256,3,183,NA,NA,-77.009974,38.897855,28188,NA,"DC",NA,"Washington",23190,"Northeast","Urban"
"167","Argosy University-Nashville","www.argosy.edu/nashville/","tcc.noellevitz.com/edmc/Argosy University Net Price Calculator",11,4,3,NA,"Small","Bachelor Degree",0.2765,0.7235,3,159,NA,NA,-86.634674,36.154664,9500,NA,"TN",NA,"Nashville",24503,"Southeast","Urban"
"168","Fortis College-Columbus","www.fortiscollege.edu","www.fortiscollege.edu",21,2,3,NA,"Small","Certificate Degree",0.1123,0.8877,1,661,NA,NA,-82.900188,40.083063,10557,NA,"OH",0.6855,"Westerville",29886,"Great Lakes","Suburban"
"169","Argosy University-The Art Institute of California-Sacramento","www.artinstitutes.edu/sacramento/","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",11,3,3,0.5429,"Small","Bachelor Degree",0.5525,0.4475,3,731,NA,NA,-121.519083,38.62211,9500,NA,"CA",NA,"Sacramento",32932,"West","Urban"
"170","University of the West","www.uwest.edu","www.uwest.edu/site/index.php?option=com_content&view=article&id=376&Itemid=417",21,4,2,NA,"Small","Bachelor Degree",0.5467,0.4533,3,99,NA,NA,-118.082964,34.045985,NA,NA,"CA",NA,"Rosemead",20596,"West","Suburban"
"171","South University-Tampa","www.southuniversity.edu/tampa#location=Tampa,%20FL","tcc.noellevitz.com/edmc/South Net Price Calculator",11,4,3,0.5854,"Small","Bachelor Degree",0.2426,0.7574,3,585,NA,NA,-82.500357,27.982269,25943.5,NA,"FL",NA,"Tampa",28960,"Southeast","Urban"
"172","ITT Technical Institute-Wichita","www.itt-tech.edu","www.itt-tech.edu/npc",11,3,3,0.7818,"Small","Associate Degree",0.5443,0.4557,2,131,NA,NA,-97.242461,37.74162,18666,NA,"KS",NA,"Wichita",28362,"Other","Urban"
"173","The Art Institute of Salt Lake City","www.artinstitutes.edu/saltlakecity/","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",21,3,3,0.5434,"Small","Bachelor Degree",0.5315,0.4685,3,209,NA,NA,-111.895543,40.534174,17741,NA,"UT",NA,"Draper",26918,"Midwest","Suburban"
"174","Aviator College of Aeronautical Science and Technology","www.aviator.edu","npc.aviator.edu/",41,2,3,0.88,"Small","Certificate Degree",0.958,0.042,1,47,485,480,-80.354456,27.484379,NA,430,"FL",0.3333,"Fort Pierce",91532,"Southeast","Rural"
"175","ATA College","www.ata.edu","www.ata.edu/npcalc.htm",21,2,3,NA,"Small","Associate Degree",0.0818,0.9182,2,342,NA,NA,-85.566577,38.224038,14721.5,NA,"KY",0.66,"Louisville",25875,"Southeast","Suburban"
"176","Shorter University-College of Adult & Professional Programs","www.shorter.edu/professional-education/","www.shorter.edu/npcalc/npcalc.htm",13,4,2,NA,"Small","Bachelor Degree",0.1797,0.8203,3,418,NA,NA,-84.482301,33.92764,25563,NA,"GA",NA,"Marietta",22398,"Southeast","Urban"
"177","Minnesota School of Business-Rochester","www.msbcollege.edu/","www.msbcollege.edu/MSBNetPriceCalculator/npcalc.htm",12,3,3,NA,"Small","Associate Degree",0.3263,0.6737,2,123,NA,NA,-92.499491,44.071382,29356.5,NA,"MN",NA,"Rochester",25600,"Other","Urban"
"178","ITT Technical Institute-Lexington","www.itt-tech.edu","www.itt-tech.edu/npc",11,3,3,0.8435,"Small","Associate Degree",0.7815,0.2185,2,397,NA,NA,-84.430416,38.008887,18666,NA,"KY",NA,"Lexington",27878,"Southeast","Urban"
"179","ITT Technical Institute-Charlotte South","www.itt-tech.edu","www.itt-tech.edu/npc",11,3,3,0.8808,"Small","Associate Degree",0.7241,0.2759,2,266,NA,NA,-80.921103,35.182074,18666,NA,"NC",NA,"Charlotte",28950,"Southeast","Urban"
"180","ITT Technical Institute-Swartz Creek","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.9005,"Small","Associate Degree",0.7515,0.2485,2,324,NA,NA,-83.801977,42.96569,18666,NA,"MI",NA,"Swartz Creek",27614,"Great Lakes","Suburban"
"181","ITT Technical Institute-Maumee","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.8947,"Small","Associate Degree",0.774,0.226,2,159,NA,NA,-83.689131,41.611157,18666,NA,"OH",NA,"Maumee",27238,"Great Lakes","Suburban"
"182","Miami-Jacobs Career College-Springboro","www.miamijacobs.edu","https://miamijacobs.studentaidcalculator.com/survey.aspx",21,2,3,NA,"Small","Associate Degree",0.1633,0.8367,2,88,NA,NA,-84.253242,39.560771,17287,NA,"OH",0.4583,"Springboro",25571,"Great Lakes","Suburban"
"183","Argosy University-Denver","www.argosy.edu/denver/","tcc.noellevitz.com/edmc/Argosy University Net Price Calculator",11,4,3,NA,"Small","Bachelor Degree",0.4857,0.5143,3,153,NA,NA,-104.901681,39.65615,9500,NA,"CO",NA,"Denver",24214,"Midwest","Urban"
"184","Triangle Tech Inc-Bethlehem","www.triangle-tech.edu","www.triangle-tech.edu",13,2,3,NA,"Small","Associate Degree",0.9538,0.0462,2,118,NA,NA,-75.428281,40.65445,12000,NA,"PA",0.6364,"Bethlehem",25003,"Northeast","Urban"
"185","Miller-Motte Technical College-Madison","miller-motte.edu","https://miller-motte.studentaidcalculator.com/survey.aspx",11,2,3,NA,"Small","Certificate Degree",0.5564,0.4436,1,264,NA,NA,-86.703281,36.28769,19497,NA,"TN",0.6341,"Madison",24620,"Southeast","Urban"
"186","Rasmussen College-Illinois","rasmussen.edu","https://npc.collegeboard.org/student/app/rasmussen",12,3,3,0.8282,"Small","Certificate Degree",0.2175,0.7825,1,1365,NA,NA,-88.998854,42.267628,20666,NA,"IL",NA,"Rockford",22908,"Great Lakes","Urban"
"187","Le Cordon Bleu College of Culinary Arts-Minneapolis","www.chefs.edu/minneapolis-st-paul","chefs.studentaidcalculator.com",21,2,3,NA,"Small","Associate Degree",0.538,0.462,2,403,NA,NA,-93.160095,44.865985,15042,NA,"MN",0.6074,"Mendota Heights",20154,"Other","Suburban"
